tract_id,region_id,vmt_per_capita
06059011601,SCAG,22.8
06059011602,SCAG,22.8
06059011200,SCAG,22.8
06059086602,SCAG,22.8
06059001103,SCAG,22.8
06059089104,SCAG,22.8
06059086902,SCAG,22.8
06059110402,SCAG,22.8
06059088602,SCAG,22.8
06059011722,SCAG,22.8
06059032038,SCAG,22.8
06059032039,SCAG,22.8
06059032040,SCAG,22.8
06059032041,SCAG,22.8
06059032042,SCAG,22.8
06059032043,SCAG,22.8
06059032044,SCAG,22.8
06059032045,SCAG,22.8
06059032046,SCAG,22.8
06059042106,SCAG,22.8
06059042107,SCAG,22.8
06059042108,SCAG,22.8
06059042109,SCAG,22.8
06059042111,SCAG,22.8
06059042112,SCAG,22.8
06059042113,SCAG,22.8
06059062701,SCAG,22.8
06059062702,SCAG,22.8
06059062800,SCAG,22.8
06059062900,SCAG,22.8
06059063004,SCAG,22.8
06059063005,SCAG,22.8
06059063006,SCAG,22.8
06059063007,SCAG,22.8
06059063008,SCAG,22.8
06059063009,SCAG,22.8
06059099309,SCAG,22.8
06059099310,SCAG,22.8
06059099311,SCAG,22.8
06059099402,SCAG,22.8
06059099404,SCAG,22.8
06059086601,SCAG,22.8
06059076205,SCAG,22.8
06059075812,SCAG,22.8
06059011503,SCAG,22.8
06059011402,SCAG,22.8
06059086304,SCAG,22.8
06059011711,SCAG,22.8
06059110108,SCAG,22.8
06059110006,SCAG,22.8
06059075302,SCAG,22.8
06059001102,SCAG,22.8
06059032047,SCAG,22.8
06059032048,SCAG,22.8
06059032049,SCAG,22.8
06059032050,SCAG,22.8
06059032051,SCAG,22.8
06059032053,SCAG,22.8
06059032054,SCAG,22.8
06059042114,SCAG,22.8
06059042201,SCAG,22.8
06059042203,SCAG,22.8
06059042205,SCAG,22.8
06059063010,SCAG,22.8
06059063101,SCAG,22.8
06059063102,SCAG,22.8
06059063103,SCAG,22.8
06059063201,SCAG,22.8
06059099405,SCAG,22.8
06059099406,SCAG,22.8
06059099407,SCAG,22.8
06059099408,SCAG,22.8
06059099410,SCAG,22.8
06059099411,SCAG,22.8
06059021905,SCAG,22.8
06059021920,SCAG,22.8
06059021912,SCAG,22.8
06059021923,SCAG,22.8
06059021924,SCAG,22.8
06059089107,SCAG,22.8
06059086301,SCAG,22.8
06059087200,SCAG,22.8
06059086501,SCAG,22.8
06059086402,SCAG,22.8
06059110004,SCAG,22.8
06059110012,SCAG,22.8
06059110005,SCAG,22.8
06059086702,SCAG,22.8
06059110104,SCAG,22.8
06059032055,SCAG,22.8
06059032056,SCAG,22.8
06059052404,SCAG,22.8
06059052408,SCAG,22.8
06059052415,SCAG,22.8
06059052416,SCAG,22.8
06059052417,SCAG,22.8
06059052418,SCAG,22.8
06059063202,SCAG,22.8
06059063301,SCAG,22.8
06059063302,SCAG,22.8
06059063400,SCAG,22.8
06059063500,SCAG,22.8
06059011504,SCAG,22.8
06059011300,SCAG,22.8
06059011401,SCAG,22.8
06059001506,SCAG,22.8
06059087405,SCAG,22.8
06059087403,SCAG,22.8
06059011502,SCAG,22.8
06059011403,SCAG,22.8
06059075811,SCAG,22.8
06059075814,SCAG,22.8
06059110603,SCAG,22.8
06059110116,SCAG,22.8
06059110102,SCAG,22.8
06059021802,SCAG,22.8
06059087701,SCAG,22.8
06059087103,SCAG,22.8
06059087102,SCAG,22.8
06059052419,SCAG,22.8
06059052420,SCAG,22.8
06059052421,SCAG,22.8
06059052422,SCAG,22.8
06059052423,SCAG,22.8
06059052424,SCAG,22.8
06059052425,SCAG,22.8
06059052426,SCAG,22.8
06059052427,SCAG,22.8
06059052428,SCAG,22.8
06059052502,SCAG,22.8
06059052505,SCAG,22.8
06059032061,SCAG,22.8
06059032059,SCAG,22.8
06059032058,SCAG,22.8
06059063601,SCAG,22.8
06059063603,SCAG,22.8
06059063604,SCAG,22.8
06059063605,SCAG,22.8
06059063701,SCAG,22.8
06059063702,SCAG,22.8
06059099412,SCAG,22.8
06059099413,SCAG,22.8
06059099415,SCAG,22.8
06059099416,SCAG,22.8
06059099417,SCAG,22.8
06059099506,SCAG,22.8
06059076000,SCAG,22.8
06059076101,SCAG,22.8
06059086306,SCAG,22.8
06059076204,SCAG,22.8
06059099902,SCAG,22.8
06059110203,SCAG,22.8
06059021815,SCAG,22.8
06059087704,SCAG,22.8
06059087601,SCAG,22.8
06059087504,SCAG,22.8
06059110011,SCAG,22.8
06059052506,SCAG,22.8
06059052511,SCAG,22.8
06059052515,SCAG,22.8
06059052521,SCAG,22.8
06059052524,SCAG,22.8
06059052525,SCAG,22.8
06059032057,SCAG,22.8
06059062649,SCAG,22.8
06059087505,SCAG,22.8
06059062648,SCAG,22.8
06059980000,SCAG,22.8
06059074103,SCAG,22.8
06059063802,SCAG,22.8
06059063803,SCAG,22.8
06059063805,SCAG,22.8
06059063806,SCAG,22.8
06059063807,SCAG,22.8
06059099508,SCAG,22.8
06059099511,SCAG,22.8
06059099513,SCAG,22.8
06059099514,SCAG,22.8
06059099601,SCAG,22.8
06059086305,SCAG,22.8
06059076206,SCAG,22.8
06059087404,SCAG,22.8
06059086407,SCAG,22.8
06059021813,SCAG,22.8
06059021915,SCAG,22.8
06059021821,SCAG,22.8
06059076202,SCAG,22.8
06059110001,SCAG,22.8
06059011709,SCAG,22.8
06059110008,SCAG,22.8
06059021826,SCAG,22.8
06059088002,SCAG,22.8
06059088801,SCAG,22.8
06059052526,SCAG,22.8
06059052527,SCAG,22.8
06059052528,SCAG,22.8
06059074003,SCAG,22.8
06059074004,SCAG,22.8
06059074111,SCAG,22.8
06059074702,SCAG,22.8
06059021913,SCAG,22.8
06059021914,SCAG,22.8
06059021917,SCAG,22.8
06059021918,SCAG,22.8
06059032002,SCAG,22.8
06059063808,SCAG,22.8
06059063902,SCAG,22.8
06059063903,SCAG,22.8
06059063904,SCAG,22.8
06059063905,SCAG,22.8
06059063906,SCAG,22.8
06059063907,SCAG,22.8
06059099602,SCAG,22.8
06059099603,SCAG,22.8
06059099604,SCAG,22.8
06059099605,SCAG,22.8
06059099701,SCAG,22.8
06059086404,SCAG,22.8
06059075813,SCAG,22.8
06059021903,SCAG,22.8
06059011714,SCAG,22.8
06059087401,SCAG,22.8
06059088702,SCAG,22.8
06059089105,SCAG,22.8
06059088107,SCAG,22.8
06059089102,SCAG,22.8
06059087002,SCAG,22.8
06059087805,SCAG,22.8
06059087101,SCAG,22.8
06059099502,SCAG,22.8
06059088601,SCAG,22.8
06059074005,SCAG,22.8
06059074006,SCAG,22.8
06059074107,SCAG,22.8
06059074200,SCAG,22.8
06059074300,SCAG,22.8
06059032003,SCAG,22.8
06059032020,SCAG,22.8
06059032028,SCAG,22.8
06059032029,SCAG,22.8
06059063908,SCAG,22.8
06059074102,SCAG,22.8
06059074106,SCAG,22.8
06059074108,SCAG,22.8
06059074109,SCAG,22.8
06059074110,SCAG,22.8
06059099702,SCAG,22.8
06059099703,SCAG,22.8
06059099802,SCAG,22.8
06059099803,SCAG,22.8
06059021919,SCAG,22.8
06059001404,SCAG,22.8
06059011720,SCAG,22.8
06059001801,SCAG,22.8
06059011712,SCAG,22.8
06059089106,SCAG,22.8
06059086801,SCAG,22.8
06059086802,SCAG,22.8
06059110003,SCAG,22.8
06059087801,SCAG,22.8
06059110007,SCAG,22.8
06059074403,SCAG,22.8
06059074405,SCAG,22.8
06059074406,SCAG,22.8
06059074407,SCAG,22.8
06059074408,SCAG,22.8
06059074501,SCAG,22.8
06059032030,SCAG,22.8
06059042206,SCAG,22.8
06059042305,SCAG,22.8
06059042307,SCAG,22.8
06059042310,SCAG,22.8
06059042311,SCAG,22.8
06059042312,SCAG,22.8
06059074701,SCAG,22.8
06059074802,SCAG,22.8
06059074803,SCAG,22.8
06059074805,SCAG,22.8
06059074806,SCAG,22.8
06059088802,SCAG,22.8
06059075201,SCAG,22.8
06059089004,SCAG,22.8
06059088502,SCAG,22.8
06059088501,SCAG,22.8
06059076103,SCAG,22.8
06059088402,SCAG,22.8
06059032011,SCAG,22.8
06059021921,SCAG,22.8
06059011708,SCAG,22.8
06059001705,SCAG,22.8
06059001602,SCAG,22.8
06059088302,SCAG,22.8
06059021810,SCAG,22.8
06059110115,SCAG,22.8
06059001101,SCAG,22.8
06059086303,SCAG,22.8
06059076102,SCAG,22.8
06059099903,SCAG,22.8
06059099512,SCAG,22.8
06059099510,SCAG,22.8
06059074502,SCAG,22.8
06059074601,SCAG,22.8
06059074602,SCAG,22.8
06059074801,SCAG,22.8
06059074901,SCAG,22.8
06059074902,SCAG,22.8
06059042313,SCAG,22.8
06059042315,SCAG,22.8
06059042317,SCAG,22.8
06059042319,SCAG,22.8
06059042320,SCAG,22.8
06059042323,SCAG,22.8
06059042324,SCAG,22.8
06059042325,SCAG,22.8
06059042326,SCAG,22.8
06059042327,SCAG,22.8
06059088901,SCAG,22.8
06059088903,SCAG,22.8
06059088904,SCAG,22.8
06059088905,SCAG,22.8
06059099202,SCAG,22.8
06059011721,SCAG,22.8
06059021916,SCAG,22.8
06059021922,SCAG,22.8
06059087106,SCAG,22.8
06059001503,SCAG,22.8
06059088403,SCAG,22.8
06059110111,SCAG,22.8
06059087300,SCAG,22.8
06059110301,SCAG,22.8
06059110110,SCAG,22.8
06059099509,SCAG,22.8
06059088201,SCAG,22.8
06059086803,SCAG,22.8
06059088106,SCAG,22.8
06059087902,SCAG,22.8
06059087803,SCAG,22.8
06059075002,SCAG,22.8
06059075003,SCAG,22.8
06059075004,SCAG,22.8
06059075100,SCAG,22.8
06059075202,SCAG,22.8
06059075303,SCAG,22.8
06059042328,SCAG,22.8
06059042329,SCAG,22.8
06059042330,SCAG,22.8
06059042331,SCAG,22.8
06059042332,SCAG,22.8
06059042333,SCAG,22.8
06059099203,SCAG,22.8
06059099204,SCAG,22.8
06059099212,SCAG,22.8
06059099214,SCAG,22.8
06059099215,SCAG,22.8
06059099216,SCAG,22.8
06059087503,SCAG,22.8
06059088401,SCAG,22.8
06059001507,SCAG,22.8
06059021807,SCAG,22.8
06059099504,SCAG,22.8
06059110304,SCAG,22.8
06059011718,SCAG,22.8
06059099801,SCAG,22.8
06059110605,SCAG,22.8
06059087802,SCAG,22.8
06059088203,SCAG,22.8
06059088104,SCAG,22.8
06059088105,SCAG,22.8
06059075301,SCAG,22.8
06059075401,SCAG,22.8
06059075403,SCAG,22.8
06059075404,SCAG,22.8
06059075405,SCAG,22.8
06059075504,SCAG,22.8
06059075505,SCAG,22.8
06059042334,SCAG,22.8
06059042335,SCAG,22.8
06059042336,SCAG,22.8
06059042337,SCAG,22.8
06059042338,SCAG,22.8
06059042339,SCAG,22.8
06059052410,SCAG,22.8
06059052411,SCAG,22.8
06059052513,SCAG,22.8
06059099217,SCAG,22.8
06059099220,SCAG,22.8
06059099222,SCAG,22.8
06059099223,SCAG,22.8
06059099224,SCAG,22.8
06059099225,SCAG,22.8
06059001402,SCAG,22.8
06059001202,SCAG,22.8
06059021830,SCAG,22.8
06059021817,SCAG,22.8
06059001704,SCAG,22.8
06059001505,SCAG,22.8
06059001903,SCAG,22.8
06059088902,SCAG,22.8
06059099904,SCAG,22.8
06059088101,SCAG,22.8
06059110401,SCAG,22.8
06059110606,SCAG,22.8
06059001707,SCAG,22.8
06059001802,SCAG,22.8
06059099906,SCAG,22.8
06059110604,SCAG,22.8
06059110109,SCAG,22.8
06059110201,SCAG,22.8
06059110015,SCAG,22.8
06059110010,SCAG,22.8
06059075506,SCAG,22.8
06059075507,SCAG,22.8
06059075512,SCAG,22.8
06059075513,SCAG,22.8
06059075514,SCAG,22.8
06059075515,SCAG,22.8
06059075603,SCAG,22.8
06059075604,SCAG,22.8
06059075605,SCAG,22.8
06059075606,SCAG,22.8
06059052514,SCAG,22.8
06059052517,SCAG,22.8
06059052518,SCAG,22.8
06059052519,SCAG,22.8
06059052520,SCAG,22.8
06059099226,SCAG,22.8
06059099227,SCAG,22.8
06059099229,SCAG,22.8
06059099230,SCAG,22.8
06059099231,SCAG,22.8
06059088701,SCAG,22.8
06059089001,SCAG,22.8
06059089003,SCAG,22.8
06059021823,SCAG,22.8
06059011716,SCAG,22.8
06059001301,SCAG,22.8
06059001201,SCAG,22.8
06059001303,SCAG,22.8
06059001304,SCAG,22.8
06059086405,SCAG,22.8
06059086502,SCAG,22.8
06059075809,SCAG,22.8
06059099905,SCAG,22.8
06059110202,SCAG,22.8
06059021824,SCAG,22.8
06059110113,SCAG,22.8
06059110106,SCAG,22.8
06059110014,SCAG,22.8
06059075607,SCAG,22.8
06059075701,SCAG,22.8
06059075702,SCAG,22.8
06059075703,SCAG,22.8
06059075805,SCAG,22.8
06059075806,SCAG,22.8
06059075807,SCAG,22.8
06059052522,SCAG,22.8
06059052523,SCAG,22.8
06059062604,SCAG,22.8
06059062605,SCAG,22.8
06059062610,SCAG,22.8
06059062611,SCAG,22.8
06059062612,SCAG,22.8
06059062614,SCAG,22.8
06059099232,SCAG,22.8
06059099233,SCAG,22.8
06059099234,SCAG,22.8
06059099235,SCAG,22.8
06059099237,SCAG,22.8
06059099238,SCAG,22.8
06059001504,SCAG,22.8
06059021825,SCAG,22.8
06059001902,SCAG,22.8
06059011101,SCAG,22.8
06059001901,SCAG,22.8
06059086701,SCAG,22.8
06059011102,SCAG,22.8
06059011715,SCAG,22.8
06059021812,SCAG,22.8
06059076201,SCAG,22.8
06059001708,SCAG,22.8
06059110303,SCAG,22.8
06059086901,SCAG,22.8
06059088301,SCAG,22.8
06059021809,SCAG,22.8
06059110118,SCAG,22.8
06059011717,SCAG,22.8
06059088001,SCAG,22.8
06059087901,SCAG,22.8
06059087703,SCAG,22.8
06059075808,SCAG,22.8
06059075810,SCAG,22.8
06059075815,SCAG,22.8
06059075816,SCAG,22.8
06059062619,SCAG,22.8
06059062620,SCAG,22.8
06059062621,SCAG,22.8
06059062622,SCAG,22.8
06059062625,SCAG,22.8
06059062626,SCAG,22.8
06059062627,SCAG,22.8
06059062628,SCAG,22.8
06059062629,SCAG,22.8
06059062630,SCAG,22.8
06059062631,SCAG,22.8
06059062632,SCAG,22.8
06059062633,SCAG,22.8
06059062634,SCAG,22.8
06059099239,SCAG,22.8
06059099240,SCAG,22.8
06059099241,SCAG,22.8
06059099242,SCAG,22.8
06059099243,SCAG,22.8
06059011000,SCAG,22.8
06059021827,SCAG,22.8
06059021828,SCAG,22.8
06059021814,SCAG,22.8
06059110607,SCAG,22.8
06059088202,SCAG,22.8
06059087602,SCAG,22.8
06059086406,SCAG,22.8
06059011710,SCAG,22.8
06059110302,SCAG,22.8
06059087806,SCAG,22.8
06059086903,SCAG,22.8
06059087001,SCAG,22.8
06059110117,SCAG,22.8
06059021822,SCAG,22.8
06059021816,SCAG,22.8
06059032031,SCAG,22.8
06059075902,SCAG,22.8
06059032012,SCAG,22.8
06059032013,SCAG,22.8
06059032014,SCAG,22.8
06059062635,SCAG,22.8
06059062636,SCAG,22.8
06059062637,SCAG,22.8
06059062638,SCAG,22.8
06059062639,SCAG,22.8
06059099244,SCAG,22.8
06059099245,SCAG,22.8
06059099246,SCAG,22.8
06059099247,SCAG,22.8
06059099248,SCAG,22.8
06059099249,SCAG,22.8
06059099250,SCAG,22.8
06059001403,SCAG,22.8
06059001401,SCAG,22.8
06059001706,SCAG,22.8
06059075901,SCAG,22.8
06059001501,SCAG,22.8
06059001601,SCAG,22.8
06059011707,SCAG,22.8
06059110500,SCAG,22.8
06059110114,SCAG,22.8
06059021829,SCAG,22.8
06059021820,SCAG,22.8
06059087105,SCAG,22.8
06059032032,SCAG,22.8
06059032033,SCAG,22.8
06059032034,SCAG,22.8
06059032035,SCAG,22.8
06059032036,SCAG,22.8
06059032037,SCAG,22.8
06059032015,SCAG,22.8
06059032022,SCAG,22.8
06059032023,SCAG,22.8
06059032027,SCAG,22.8
06059042103,SCAG,22.8
06085509201,MTC,19.4
06085510500,MTC,19.4
06085509401,MTC,19.4
06085509303,MTC,19.4
06085503306,MTC,19.4
06085503211,MTC,19.4
06085503504,MTC,19.4
06085503601,MTC,19.4
06085512022,MTC,19.4
06085512017,MTC,19.4
06085512026,MTC,19.4
06085512020,MTC,19.4
06085512023,MTC,19.4
06085512024,MTC,19.4
06085509106,MTC,19.4
06085509109,MTC,19.4
06085509102,MTC,19.4
06085510002,MTC,19.4
06097150701,MTC,19.4
06097152501,MTC,19.4
06097152400,MTC,19.4
06097152300,MTC,19.4
06097152202,MTC,19.4
06097151700,MTC,19.4
06097151502,MTC,19.4
06097153403,MTC,19.4
06097151504,MTC,19.4
06097154302,MTC,19.4
06097153704,MTC,19.4
06097153705,MTC,19.4
06097152701,MTC,19.4
06097151307,MTC,19.4
06097151306,MTC,19.4
06097150702,MTC,19.4
06097150901,MTC,19.4
06097150602,MTC,19.4
06085509500,MTC,19.4
06085509600,MTC,19.4
06085509801,MTC,19.4
06085509802,MTC,19.4
06085509901,MTC,19.4
06085510200,MTC,19.4
06085503315,MTC,19.4
06085503322,MTC,19.4
06085503321,MTC,19.4
06085503511,MTC,19.4
06085511907,MTC,19.4
06085512025,MTC,19.4
06085512027,MTC,19.4
06085512030,MTC,19.4
06085512031,MTC,19.4
06085512034,MTC,19.4
06085509105,MTC,19.4
06085501900,MTC,19.4
06085511702,MTC,19.4
06085509108,MTC,19.4
06085509107,MTC,19.4
06097150601,MTC,19.4
06097151311,MTC,19.4
06097151301,MTC,19.4
06097151401,MTC,19.4
06097151204,MTC,19.4
06097151308,MTC,19.4
06097151309,MTC,19.4
06097151201,MTC,19.4
06097151100,MTC,19.4
06097151000,MTC,19.4
06097151203,MTC,19.4
06097150800,MTC,19.4
